title,text,subject,date
Donald Trump From 2012 Would Agree He LOST The Election (TWEET),"If there s one thing this election succeeded in doing, it s bringing heartbreak and confusion to many, many people.So many thought the country was better than the racist, sexist vitriol that spewed from Donald Trump on a daily basis. So many thought that he could never win. The polls even sided with Hillary Clinton, which confused even more when the election results came out.Yet, according to the electoral college, which is outdated and no longer necessary, Donald Trump seemed to squeak through a victory.However, if we were to be an actual democracy and choose a president through who won the most votes, that person would have been Hillary Clinton.Even Donald Trump of 2012 would agree with that, because even he thought the electoral college was unfair. That was, of course, until it worked to his advantage.Trump in 2012 tweeted: The electoral college is a disaster for a democracy. The electoral college is a disaster for a democracy.  Donald J. Trump (@realDonaldTrump) November 7, 2012And that s actually a very good point. The electoral college, in this day and age, is well past its expiration date.You see, Hillary Clinton won the popular vote by more than 200K votes:via Google That would, under an actual democracy, make her the winner. However, no. We re stuck with a racist and misogynistic ass who makes fun of POWs and disabled people.I would say we ought to be ashamed of ourselves, but no, Hillary won. Even Donald Trump thinks so.Featured Photo by Spencer Platt/Getty Images",News,"November 9, 2016"
SICK: KKK Holding Trump Victory Parade,"The racist Ku Klux Klan is very pleased that Donald Trump has been elected president of the United States in the 2016 election and one chapter of the terrorist group is holding a parade to celebrate his victory.The website for Loyal White Knights of the Ku Klux Klan located in North Carolina announced that they will hold a  klavalkade Klan parade  on December 3rd in order to hail the occasion of the Republican nominee winning.They write:Our goal is to help restore America to a White Christian nation, founded on God s word. This does not mean that we want to see anything bad happen to the darker races   we simply want to live separate from them   As GOD intended. (Lev.20:24-25) It is a simple fact that whenever these races try to integrate themselves into White society, that society is damaged immensely   perhaps even destroyed altogether. Everything that we do as Klan members is in furtherance of our ultimate goal. We are not evil; hateful people as our enemies would have you believe. We are common white people from all walks of life who have recognized the problems that our race is facing. We have chose to stand and fight for those things that we hold dear to our people. Won t you stand with us, while there is still time! It is the duty of all white Christian men and women to fight against the Communist who have stolen our Nation The Trump campaign spent a lot of time courting and promoting white supremacists. They invited white supremacists radio shows to broadcast from campaign stops and on the floor of the Republican Convention, while members of the Trump family also appeared on those programs. Trump himself has promoted tweets from white supremacists, and received an endorsement from former klansman and Republican candidate David Duke.Featured image via screen capture",News,"November 9, 2016"
" On The Anniversary Of The Berlin Wall Coming Down, Trump Is On His Way Towards Building His Own","Americans woke up on to a country that will soon have Donald Trump serving as president. It is a frightening realization. However, overcome with horror, the irony of the date went largely unnoticed by many. November 9, the day after Election Day, is the anniversary of the Berlin Wall coming down.On this day in 1989, the spokesman for East Berlin s Communist Party announced that citizens of the GDR would be permitted to freely cross the country s borders. The scene of East and West Berliners flooding to the site became iconic. People used hammers and picks to chip away at the wall. The reunification of East and West Germany was made official on October 3, 1990, almost one year after the fall of the Berlin Wall. While almost three decades ago this date became synonymous with freedom in the hearts and minds of so many, Americans woke up today to a president-elect that plans to build a wall of his own. Since the very beginning of his election, Trump has promised to build a wall along the border between Mexico and the United States. Of course, he still insists that Mexico is going to pay for it. Anti-immigrant rhetoric served as the foundation of Trump s campaign and the wall was his keystone.Anti-immigrant rhetoric has served as the foundation of Trump s campaign and the wall has been his keystone. While most of us were simply overwhelmed by the reality of a Trump presidency, some couldn t help but notice the date and point out the irony.The sad irony is that the #berlinwall came down today in 1989 and #PresidentTrump is about to build a new one that will be just as brutal.  Harry Leslie Smith (@Harryslaststand) November 9, 2016It is said that those who don t learn from history are doomed to repeat it. It certainly looks as if we have an awful lot to learn. This is more proof of just how far backward we have to go for Trump to  Make America Great Again.  We took one step forward 27 years ago, and today, we took 10 steps back.Featured image via History.com",News,"November 9, 2016"
Students Find F*CK N****RS Scrawled On Classroom Door As Trump Starts Making America Hate Again,"Welcome to Trump s America, a.k.a. Trumplandia. People are saying it s not going to be that bad, everything will be okay, etc., without realizing just what Trump s rise has already unleashed here. Now, with his win, haters, bigots and white supremacists are more likely to openly express their hate since Trump has made doing so  okay  in America.That s sorely evident at Maple Grove Senior High School, where students arrived only to find a classroom door vandalized with epithets and white supremacist messages. How do we know this is because of Trump? Take a look:The rest of the door reads,  #fuckallporchmonkeys, #whitesonly, #whiteamerica, Trump Train.  As near as we can tell, the very bottom reads,  Blacks,  in an oval with an  X  through it. This is how we know Trump and his win inspired this.You can see that the man who posted the image to Facebook, Fred Ndip, says his son no longer feels safe at school. Indeed, he may not be, and like many parents whose children will start experiencing this, Ndip doesn t know what to tell him.This is what we re faced with. Children and teens who already face the sharpest, worst bullying because of who they are and what they look like now get to feel it ten-fold in many places. How is Ndip s son to convince himself that this is just some graffiti and nobody will actually hurt anyone?It s not  just words  and harmless fun. Children learn hate from their parents and their elders. Children who listened to Trump s hate and watched their parents support it and repeat it just learned that their hatred is perfectly fine. This kind of thing is likely just the beginning. Many schools will probably see an uptick in bullying, particularly against anyone who isn t white or Christian.The damage to our children, along to everyone else who will be tossed under the bus when the GOP does its thing, is incalculable. This is one of those times where many of us are hoping we re wrong, and they won t do what we ve been told they want to do, but we re not holding our breath.And the hate will continue and will grow because we elected one of the most hateful men imaginable to the White House. He s an example, and he s made it okay to hate.Featured image by Chip Somodevilla via Getty Images",News,"November 9, 2016"
BREAKING: Trump Buildings Go On Lockdown As THOUSANDS Protest Trump’s Electoral Victory (VIDEOS),"Across the nation, thousands of upset American citizens are protesting Donald Trump s victory in the 2016 presidential election. Despite losing the popular vote, the deeply disliked candidate is poised to be the next President of the United States, and people aren t happy. Security teams and barricades have been deployed at various Trump properties as fear of damage escalates. Hundreds of people have gathered outside of his Chicago and New York buildings, and protests are happening in major cities from Oregon to Massechusetts.Dozens of other protests have also happened, centered at universities around the nation.Flags have been reported to be burned during protests in Portland, Oregon, with protestors marching and chanting  fuck Donald Trump!  The Mirror reports that  People also burned an effigy of the President-elect, who will be officially sworn into office in January. As they go on to report, the protests aren t just domestic   hundreds also gathered to protest the American embassy in London, as further evidence of the divide we have driven between us and our allies with this disasterous election.In Chicago, New York, DC, San Francisco, Seattle, Oakland, Philadelphia and elsewhere, live protests are happening right now. Various clips can be seen below.Trump Tower:San Francisco:Protestors chanting:  Racist, sexist, anti-gay, Donald Trump go away  pic.twitter.com/6PQu5waZ0p  Nicole Nguyen (@itsnicolenguyen) November 10, 2016DC:Right now at the Trump Hotel in our Nation s capital. Shame on him. #election2016 #werestillwithher pic.twitter.com/pS6svMHPR3  daphne kiplinger (@daphnekiplinger) November 10, 2016The Guardian has live updates on the ongoing protests, and this article will be updated periodically.Featured image by Spencer Platt/Getty Images",News,"November 9, 2016"
Top Hillary-Hater: We’re Going To Keep Hounding Hillary Because Reasons,"Rep. Jason Chaffetz (R-UT) has such a hate-on for Hillary that he s going to continue the probe into her emails, despite the fact that the whole debacle only became a massive controversy because the GOP was trying to take Hillary down before the election. Despite millions of taxpayer dollars have been wasted on investigating Hillary six ways from Sunday, it appears that this isn t going away just yet.Chaffetz seemed to try and make it about a responsibility to find out the truth about the largest breach of U.S. security at the State Department, but it s not and we see right through him. Chaffetz just that full of hate for Hillary. What can they really accomplish now with this? What does he hope to accomplish?Millions of taxpayer dollars have already been wasted on fruitless attempts to find Hillary guilty of something, and now he s proven he just can t drop it: I still have a duty and obligation to get to the truth about one of the largest breaches of security at the State Department. And foreign hacks aren t massive breaches of security? Where are all the investigations into how those are happening? Oh, wait, Hillary had nothing to do with them, so they re non-issues. Very tiny, insignificant breaches at worst, if  breach  is even the right word.Chaffetz has also proven just how terrified he is of looking like a failure. Rep. Trey Gowdy (R-SC) already faced possible disgrace after his Benghazi investigation was complete. He couldn t prove Hillary had done anything wrong there, so even though he won re-election, there was a period recently where he looked like a complete failure.Chaffetz? He s basically saying,  We re going to nail Hillary to the wall so we can go down in history as the people who finally managed to take down a Clinton. That s how this reads. And not everyone is on board. Rep. Elijah Cummings (R-MD) responded to this with: After everything our country has just been through and particularly given that Donald Trump and Paul Ryan have both called for healing our nation s divisions I think the American people deserve more from Congress than to continue squandering taxpayer dollars on these baseless Republican accusations and partisan attacks. It s time to give it up, guys. This is just absurd now.Featured image by Chip Somodevilla via Getty Images",News,"November 9, 2016"
Watch The Moment The Daily Show Realized Trump Won; This Was Probably ALL Of Us (VIDEO),"Election night on November 8, took everyone by surprise. The polls showed Hillary Clinton up pretty much everywhere she needed to be, yet Donald Trump still somehow squeezed out a victory.We saw the shock first hand, the same shock that likely overtook everyone, live on The Daily Show with Trevor Noah s coverage of the election. They really didn t seem to believe how close the race had become.After Noah asks  senior Hillary correspondent  Desi Lydic about how the Clinton campaign is holding up on election night, she responded with: We will just have to wait a little longer than expected to find out if America prefers a competent sane woman or a misogynist troll doll. Unfortunately, we all now how that turned out, and even The Daily Show s  senior political correspondent  Jordan Klepper, who was supposedly at the Trump rally really couldn t believe what was going on, and joked about how everyone there assumed they were going to lose and was ready to blame it on being  rigged. Needless to say, the entire night took everyone by surprise except for maybe Donald Trump himself, who always assumes himself a winner, and this time, to the horror of us all, he was right.Watch it all happen here:Featured image via video screen capture",News,"November 9, 2016"
" If You’re Mad The Popular Vote Means Nothing, Here’s What You Can Do","Right now, it s looking increasingly like Hillary Clinton is going to win the popular vote, although we won t know for sure for weeks. And it wouldn t be the first time in recent history that the Democratic Party has lost the election while winning the popular vote, either. For many people, that s incredibly frustrating.Increasingly, people on both sides of the aisle have agreed that our presidential election process is shockingly undemocratic. After all, when it comes down to it, individual votes only count in swing states. If you re in Texas voting Democrat, or California voting Republican, that doesn t mean anything right now when it comes to presidential politics. A handful of swing states decide national elections, and when the math adds up right (or wrong, depending on how you look at it), it s possible for a candidate with popular support and the majority of ballots cast for them to still lose.Thanks to gerrymandering, the Democratic Party couldn t afford a close election, and this was too close.The good news is, there s something you can do!Eleven states have already signed on to the National Popular Vote bill, which is an interstate compact agreeing to cast the votes of those states (165 in all) to whoever wins the popular vote in the general election. If more states sign on, specifically 105 votes  worth, it s decided   the popular vote will determine who wins the general election.If you live in California, New York, New Jersey, Illinois, Maryland, Washington, Massachusetts, Rhode Island, Vermont, Hawaii, or DC, your district is already on board with truly democratic elections. Although those states are mostly blue, not all of the legislative branches are, so there s hope!If you do not live in one of those states, you can pressure your state legislators to pass a bill joining the cause. You can find the progress made in your state already at this link, or find out more behind the movement in general here.Featured image by Alex Wong/Getty Images",News,"November 9, 2016"
Joy Behar Drops DEPRESSING Truthbomb About Why Trump Won (VIDEO),"While most of us are still in a state of shock over the results of the 2016 election, the women of The View tried to reassure Americans and help them process the fact that we are now facing a Donald Trump presidency.While many Americans like to make arguments about policy and Hillary Clinton s emails, co-host Joy Behar wasted no time in pinpointing what one of the major issues of this election were. Behar went right to the root of the problem and declared that without a doubt, gender had played a huge role in how this election played out.Whoopi Goldberg began the conversation by voicing her concerns about Trump, stating that his misogyny and racism truly make him a terrifying choice for America. She said: I have to say, given the bigger picture of what Donald Trump represents, it is not so comfortable for me because not only does he now threaten how things are going to be done with kids of color, with women s rights, with my right to decide what is right for my body, not what somebody else says what is right. Goldberg wondered  whether we are a nation who believes in people s rights as they are Constitutionally guaranteed. Behar responded with a brutal truthbomb, making reference to the fact that even in the year 2016, sexism allows less qualified men (or in this case, completely UNqualified men) to come out ahead of women who are over-qualified. Behar said: You know what I learned. I learned that, as usual men can get away with anything and women can get away with nothing. That s what I learned. He was unbelievably decisive, bigoted, racist, homophobic, against handicapped people, against John McCain, and yet he won. She made some mistakes, but not like that. Exactly. There is no other plausible reason why a reality televison star with zero political experience and several lawsuits (including fraud and sexual assault cases) against him should have been able to win a presidential election over a former Secretary of State who has given the last several decades of her live to serving this country.You can watch Behar speak the truth below:This election showed America that we are far from the post-racial society we thought we were, and that sexism is more than alive and well today. It s going to be an intense next four years, but we must never stop fighting for what s right.Featured image via screenshots",News,"November 9, 2016"
Hillary Said We ‘Owe Donald Trump The Chance To Lead’ — Here Is Why She Is Dead Wrong,"Sometimes, it sucks to take the high road.  When they go low, we go high  has, sadly, led to loss   and now, in defeat, Hillary Clinton is being way too nice even still.No, seriously. Go check her Twitter right now. In case you can t, here are some screenshots that might make you feel a little sick: It s generic, tin-can conceding politician stuff, but she s still wrong, and shouldn t be saying those things. See, here s the deal. Republicans are going to use this election say they have a mandate from the American people to basically do whatever the hell they want.But they don t. They spent eight years blocking President Barack Obama and the Democratic Party from doing almost anything   they wouldn t even hold a vote on President Obama s SCOTUS nominee. Add that to the fact that Donald Trump likely lost the popular vote, and that Republicans lost seats in the House of Representatives (despite outrageously gerrymandered districts that very literally make democratic votes count less) and a seat in the Senate, and the reality here is that Republicans barely managed to win an election that was heavily rigged in their favor.Unfortunately for progressive causes and the millions of people that will be adversely affected by Whitelash 2016, it s unlikely that Democratic senators will be willing to take things as far as their colleagues across the aisle. It s hard to see Democrats stomping their feet and shutting down the government, for example. The Tea Party, by contrast, will do literally anything to accomplish their goals, and call this  principled.  In American politics, it looks like the willingness to stick by ideology no matter what is more of a winner than being reasonable or pragmatic.The truth is that we don t owe Republicans a damn thing. At this point, all we can hope is that the Democrats in the Senate keep a strong spine, stay  principled,  and refuse to let Republicans accomplish as many parts of  the most conservative platform in history  as possible. They have no mandate. The people did not vote for this. And it s up to what few blue leaders we have left to do everything they can to control the damage.Featured image by Justin Sullivan/Getty Images",News,"November 9, 2016"
Russia Brags About Helping Trump Win As Our European Allies Fear Weakening Of NATO,"Russia and Vladimir Putin got what they wanted last night when Donald Trump won the election.Throughout this campaign, Trump suggested policies that would weaken the NATO alliance that has helped Europe resist the threat of Russian military advances for decades.Trump advisers have also suggested that he would lift sanctions against Russia and the GOP platform has removed a plank condemning Putin s aggressive seizure of the Crimea in Ukraine. Now Russian is emboldened because they have someone in the White House that they can take advantage of.And make no mistake about it, Donald Trump will be Putin s puppet.That s why Russia is now openly bragging about helping Trump win.According to The Guardian,Sergei Markov, a pro-Kremlin political analyst, was jubilant at the result and said a Trump presidency would make it more likely the US would agree with Russia on Syria, where the two powers back different sides and Moscow has intervened decisively on behalf of the president, Bashar al-Assad.Markov also said it would mean less American backing for  the terroristic junta in Ukraine . He denied allegations of Russian interference in the election, but said  maybe we helped a bit with WikiLeaks. Trump s victory certainly scares Russian investigative journalist Yevgania Albats. As it became clear that Hillary Clinton lost, she called the election a  disaster  that Putin will use to his advantage. I cannot believe it,  she said.  There will be absolutely no constraints on Putin now at all. This will be a disaster. Indeed, and if Putin decides to attack NATO-affiliated nations such as those in the Baltics, Trump has already declared that those nations are on their own if they don t bigger dues to maintain the NATO alliance.When asked in July is he would rush to aid these nations militarily if Russia attacks, Trump said  If they fulfill their obligations to us, the answer is yes. In other words, Trump is willing to abandon our allies and allow Russia to gain a foothold in Europe over money even though every member nation contributes their fair share.Even Ronald Reagan would not have abandoned NATO, nor would he have allowed Russia to influence American power. But Trump is poised to do just that and the Kremlin rewarded him handsomely by making him president via espionage.Republicans should be ASHAMED of themselves.Featured Image: Photo of Donald Trump by Joe Raedle/Getty Images. Photo of Vladimir Putin by Thierry Chesnot/Getty Images. Images merged by Rika Christensen",News,"November 9, 2016"
RIGGED: Hillary Wins Popular Vote As Republicans Claim WH Victory,"While the final vote tally won t be in for quite some time, at this point it s looking like the massive victory Republicans were granted yesterday was due largely in part to gerrymandering   perfectly legal rigging of the vote that parties take advantage of during the census. Because Republicans controlled most state legislatures during the time of the last census, Republican votes tend to count more than Democratic votes do.That s why, despite the simple fact that more people probably voted for Hillary Clinton, we are facing at least four years of a Donald Trump presidency. We actually saw exactly how this would play out in 2012, when Republicans took the House despite losing by over a million in the popular vote. Democrats simply can t afford close races.It s hard to admit, but Donald Trump was right about something   the election WAS rigged. By state and congressional Republicans, and then by obstructionists. Hopefully, this loss teaches the Democrats that stayed home and leftists that refused to unify that we can t afford to put ideology over pragmatism. When the other side is cheating, the only solution is to boost turnout beyond what they can cope with. That s really the only way to see a silver lining in any of this   maybe people will learn. The Democratic Party picked up seats in the House and Senate   enough to give the GOP a taste of  no    but the next four years are looking bleak.Here s a video that explains the process of gerrymandering and how Republicans have orchestrated it so that your vote doesn t count the way it should:Also, you should know there is an interstate compact between quite a few states   and the list is growing   that are pledging to give their electors to the winner of the popular vote the next time around. That d be a win for democracy. If we d had that in play this time around, we might not be looking at a Donald Trump presidency. And it would mean that every vote does, indeed, count   right now, unless you live in a swing state, you probably already know whether your vote counts before you cast it.Photo by John Sommers II/Getty Images",News,"November 9, 2016"
WATCH: Van Jones Says EXACTLY What Needs To Be Said About Tonight’s Election Results In This Video,"The election result tonight is hard to swallow for many of us. Donald Trump is so deeply unpresidential in so many ways, it s hard to imagine we live in a country that would actually stoop so low as to elect him. And the hardest part might be explaining it to those that just don t have the tools yet to understand   especially when we re having trouble grasping it ourselves.Nobody has made that point better than CNN s Van Jones, who makes a passionate and stirring point about the difficulty for some parents in explaining to their children how a person like Donald Trump could become president. He s also right about his other point   Donald Trump is the result of  whitelash.  It s the middle finger from white America for electing Barack Obama, and for daring to nominate Hillary Clinton. This was about race, and it was about sexism   and it was about gerrymandered districts which gave the Republican Party more electoral representation per vote than the Democratic Party.Here s the video of his comments, courtesty of Now This:Featured image via screenshot",News,"November 9, 2016"
" As Votes For Trump Went Up, Canada’s Immigration Site Went Down — HARD","Well, sad to say, it s a sure chance the next president of our beloved United States of America is going to be Donald Trump. It s disappointing to say the least that our country could actually elect a man like him. However, the electoral college has mostly spoken, and there s not much we can do at this point.Now, the people of America who voted against Trump are trying to escape as they realize all they have done was in vain. By escape I mean, they are fleeing to Canada, in such large quantities that they have successfully caused Canada s immigration to crash. That s right, even with unofficial results in, they know something s gotta give.The best part is this isn t the first time Canada s website crashed from desperate Americans. During Super Tuesday the site crashed, and also the Google search for  move to Canada  spiked significantly. Now, Canada has a reputation for being nice. So nice that they responded with an advertisement:  Test Drive Canada . Isn t that something?It s not a big surprise that those who despise Mr. Trump would look toward our friendly Northern-Neighbours. After all, they have great healthcare, welfare, friendly to Obama, and don t forget the maple syrup. What s not to love? Just one little problem with everyone leaving though. The less people here in America who still stand against Trump the more he can do what he wants with our country. Some of us want to stay here and thwart our new orange president every chance we get. The less of us here to do so, well, the less he ll be thwarted. So for the love of America, as tempting as it might be, don t leave. Stay here, stand together, and let s all say  screw you, Trump!  together. It looks like he lost the popular vote, so the fact is,  the people  didn t vote for him.Photo by Chip Somodevilla/Getty Images",News,"November 9, 2016"
Lindsey Graham Sends A Final ‘F*** You’ To Trump As He Announces Who He Voted For (TWEETS),"This election has been hard for South Carolina senator Lindsey Graham. After fighting his little Republican heart out in the primaries only to see a reality TV star defeat him and every other more qualified GOPer, Graham continued to be devastated long after Trump became the Republican nominee.Graham s journey through Trump s campaign has been nothing short of an emotional roller coaster, starting with him trashing The Donald and refusing to keep his promise to support the party s nominee regardless of who it was. Then, Graham eventually decided to support Trump after much hesitance, only to completely disown him in the end after one too many offensive statements and erratic stunts. Needless to say, Graham is probably one of the most relieved people in the GOP that this election has finally come to an end.On Tuesday, Graham decided to celebrate Election Day with one more final  F*ck You  to Trump, someone that Graham clearly doesn t think deserves to be anywhere near the White House. Using his hatred for Trump as the inspiration behind his voting choice, Graham announced who he actually voted for on Twitter, and it s going to break Trump s little black heart:TwitterTwitterTwitterGraham decided that since he can t stand the thought of voting for Trump but didn t want to vote for Hillary Clinton, either, that he would just vote for the next best thing in his mind   Evan McMullin, who came into the election late with the simple goal of being an alternative to Trump.Graham is the very first senator to publicly say that he s voting for the conservative independent candidate, and it s a huge slap in the face to Trump. We expect that many more disgruntled Republicans will be making similar choices, although many may not have the courage to actually admit it.Featured image via Chip Somodevilla and Alex Wong / Getty Images",News,"November 9, 2016"
" Well, We’re F*cked — America’s ‘Brexit’ Becomes A Reality As Republicans Win At Every Level","It s over, folks. Shy a miracle, and despite probably losing the popular vote, Trump has won the election (and wrecked the world economy in the process).There s really not much to say about this other than  try not to kill yourself via alcohol poisoning.  The United States of America has entered the Twilight Zone and now answers to President  Grab  Em By the Pussy  Trump. Undoubtedly when he  opens up the libel laws,  life will get much more interesting for me, but for now, my job is clear   and so is yours. Through protest and action, every point on the Republican agenda must be stopped.I don t know why so many Democrats chose to stay home. I don t know why so many people thought that  what if burning it all down is really the answer.  For the families of immigrants and for the 11 million forming a vital part of our economy, it wasn t the answer. For the millions of people who have lost faith in the police and public institutions, this certainly wasn t the answer. For our allies abroad, this was not the answer. For religious minorities, this was not the answer. For women who have faced public shame at the hands of abusers, for women in general, hell, for people   this was not the answer.An orange buffoon with the temperament of a spoiled toddler is shortly going to be given access to the most powerful nuclear arsenal in the world. Let that sink in for a few seconds.Along with the obvious electoral bloodshed, Democratic candidates faced a bloodbath in the House and Senate, respectively. You can google the numbers. I m going to take the time I would have otherwise taken to do that for you here to pour myself another drink and pack another bowl (Oregon remains a liberal bastion, and if that bastard comes for our weed, I m going to grab that stupid Tea Party flag and scream  states  rights!  in his face until my throat bleeds. How else are we possibly going to cope with this?).And thanks to President Obama s right to a nominee being stolen from him, that means that the Supreme Court will remain conservative   as Trump himself has said, we ll be getting another Scalia.Cheers, America. Maybe we deserve this.Featured image via Getty/Anadolu Contributor",News,"November 9, 2016"
Stock Market Literally SHUTS DOWN And Dollar Drops As Conservatives Kill Economy By Voting For Trump,"The prospect of Donald Trump winning the presidency is scaring the hell out of the world s markets, and conservatives are to blame.The economy is facing a free-fall that will make Brexit look like a yawn if Donald Trump pulls out a win. As the electoral votes came in for Trump on Tuesday night, Dow Jones futures dropped an astonishing 750 points while the value of the dollar dropped just over one percent.According to Market Watch,Futures for the Dow Jones Industrial Average plunged nearly 750 points before modestly paring losses as Republican presidential nominee Donald Trump s lead in the Electoral College over Democratic rival Hillary Clinton widened.Dow futures YMZ6, -3.63% were off 700 points, or 3.9%, at 17,574. The U.S. dollar USDJPY, -3.23% slumped 3.2% to  101.64. The ICE U.S. Dollar index, a measure of the dollar s strength against a basket of six rivals, was off 1.2% at 96.68.And the damage was not isolated to the United States as Asian and Australian markets also fell and the Mexican peso dropped in value to a new record low as well.In Asia, stocks opened sharply lower, with Hong Kong s Hang Seng index HSI, -2.82% down 607 points, or 2.7%, at 22,299. The Nikkei 225 NIK, -4.79% slid 783 points, or 4.5%, at 16,387. Australia s all-ordinaries index XAO, -2.26% was off 143 points, or 2.7%, at 5,198.Meanwhile, the Mexican peso USDMXN, +12.0999% plunged more than 11% to a new record low at 20.30 pesos to the dollar.Unrelated but still worth noting, the Canadian immigration website has crashed, presumably because people are scared to death at the prospect of a Trump presidency.Republican voters literally put America s economy at serious risk by voting for Donald Trump. If the world economy takes a major hit and consequently hurts this country and erases all of the progress we have made since the Great Recession eight years ago, Republicans will OWN this. It will be their fault and they will be the only ones to blame.This election is a seriously embarrassing moment in our history and our reputation around the world just went from one of respect to a total joke.These conservative voters in rural areas just got duped into thinking that this billionaire blowhard actually cares about them, their families, their jobs, and their financial future. But they are about to be severely disappointed because Trump only cares about himself. He does not care about making sure people get a fair wage. He does not care about all those blue-collar workers who somehow think Trump will bring back manufacturing jobs. This is a guy who imports materials from China because he d rather buy cheap instead of buying from American companies.So if you are a conservative and you lose your job, home, and savings. Look in the mirror and blame yourself. You caused your own misery and you deserve every bit of it.Featured Image: Chip Somodevilla/Getty Images",News,"November 8, 2016"
" On Election Day, Trump Calls Running For President A “Waste Of Time’ (VIDEO)","Whether Republican nominee Donald Trump actually ever wanted to be the next President of the United States has been under speculation for a while now, especially with rumors about a Trump TV network surfacing as his campaign came to an end. It probably doesn t help that Trump celebrated Election Day by dissing his own presidential campaign, perhaps in early acceptance that he might come out of this defeated.In an interview with Fox and Friends on Tuesday morning, Trump decided to spend Election Day telling Americans that his campaign might very well have been a big waste of time for him. His exact words were: If I don t win, I will consider it a waste of time, energy and money. Seriously, could Trump be any less deserving of America s future? His rival, Hillary Clinton, would never have called her campaign a  waste  and understands what an honor it is to lead this country. To imply that he might have better things to do with his time is extremely disrespectful and ignorant of Trump, which is hardly surprising when you look back on how awful his campaign was. You can watch Trump diss his own campaign below:What Trump s family members said on Election Day wasn t much better. On MSNBC s Morning Joe, Donald Trump, Jr. seemed to already be accepting defeat as he spoke about what the Trump family would do after the election. Trump s son said: [If he doesn t win,] we go back largely to doing what we re doing. But I think hopefully he was able to create enough of a movement that forces people in the political elite, people in that political class to truly represent their people. These interviews clearly show that Trump doesn t understand the responsibility or honor that comes with being the commander-in-chief. We ve never had a less worthy presidential candidate, and he doesn t deserve to be elected.Featured image via Andrew Renneisen / Getty Images",News,"November 8, 2016"
BREAKING: Active Shooter Reported Outside Los Angeles Polling Location – 1 Dead,"An active shooter situation is developing in Los Angeles outside a polling place in Azusa. Not much is known at the moment, including whether the shooting is political in nature or not. However, the fact that it happened outside a polling location automatically makes it suspicious.According to the Los Angeles Times, the shooting happened sometime after 2 p.m. Pacific time, so just before polls closed on the East Coast. Police are not reporting the exact location of the shooting in order to protect the safety of the officers, victims, and bystanders in the area.One victim was rushed to the hospital where they died. Three others were wounded. One voter told CNN: At first, I thought it was construction but people came running into the room saying they see a guy with a bulletproof vest and a white shirt. As of right now, they just have us in the voting room and are trying to keep us calm. The polling station and two schools were on lockdown at the time of this posting. The L.A. County registrar was urging voters to steer clear of the area. Police have said the shooting is contained now:#UPDATE: Police say shooter in Azusa has been contained,but shelter in place order remains for those nearbyhttps://t.co/C7J0v5eLFd  Good Day LA (@GDLA) November 9, 2016Given that this is the most contentious election in modern history, and it s been fueled by some of the worst right-wing hate there is, it s not hard to wonder whether the shooting was related to Donald Trump s calls for supporters to  ensure  that everything at polls around the country is the up-and-up. It s also possible that someone wanted to scare people away from the polls.NOTE: We are not saying that this is the case because we don t know what happened right now. It s entirely possible that this is completely unrelated to the election   authorities aren t releasing much information.Police are saying that the shooter has been contained, but voters are still going to alternate polling places.Featured image via screen capture from embedded tweet",News,"November 8, 2016"
The Internet Hilariously Reacts To Picture Of Trump’s Hideous Victory Cake (TWEETS),"Donald Trump is counting on a big win tonight, although most pollsters indicate a victory for Hillary Clinton. Still yet, we re sure he s prepared a concession speech. Joking! In preparation for Donald s victory party, he has a cash bar set up for guests, according to Ben Jacobs of The Guardian on Twitter. We do hope Donald has paid the bar staff in advance. Also, his baker. A picture of Trump s hideous victory cake was just released.The bizarre cake featuring Donald s head was just wheeled into Trump Tower.A Donald Trump cake being wheeled into Trump Tower @abc #ElectionDay pic.twitter.com/HSkHChfUSA  Jason Volack (@jasonvolack) November 8, 2016The response from Twitter was quick..@jasonvolack @ABC pic.twitter.com/aZU6U8QbtA  Erick Fernandez (@ErickFernandez) November 8, 2016Trump s little hands.so lifelike tbh jason@jasonvolack @ABC pic.twitter.com/7BZiaNMj5v  darth  ? zero day (@darth) November 8, 2016u just know trump spent more time posing for this cake than he did preparing for any of the debates ?@jasonvolack @ABC  darth  ? zero day (@darth) November 8, 2016pic.twitter.com/hdyyRMjtFp  darth  ? zero day (@darth) November 8, 2016 never talk to me or my son ever again  pic.twitter.com/dUIMDLFIVc  darth  ? zero day (@darth) November 8, 2016@jasonvolack @pbump @ABC pic.twitter.com/2AkSOmoz4O  Tom Tomorrow (@tomtomorrow) November 8, 2016@tomtomorrow @bshoup @jasonvolack @pbump @ABC pic.twitter.com/uDOeyAoHUr  Renato Pagnani (@rennavate) November 8, 2016@jasonvolack @ABC That baker is SO not getting paid.  Anne_Boerner (@anne_boerner) November 8, 2016@jasonvolack it s got that Christie thousand-yard stare  Adam Steinbaugh (@adamsteinbaugh) November 8, 2016@jasonvolack @ABC Good god, really? that s terrifying.  Four Legsgood (@4lgsgood) November 8, 2016@jasonvolack @ABC they ve made him a cake of Angela Lansbury?  Emma Kennedy (@EmmaKennedy) November 8, 2016@jasonvolack @ABC ghoulish   his head on a platter  are you sure it s not for Hillary s event?  Margaux Nasty Gray (@RedGray) November 8, 2016As we wait in anticipation for the results to come in tonight, exit polling shows that Hillary Clinton s ground game is far superior to that of Donald Trump s. But, Donald has a cake and a cash bar!Image via Twitter. ",News,"November 8, 2016"
